game_id,offense,last_drive_q2_clock,last_drive_q2_play_id,last_drive_q2,last_drive_end_event_q2,next_drive_q3_play_id,next_drive_q3,next_drive_end_event_q3
21836,MSUN,01:42,4583456,6.0,TOUCHDOWN,4584496,7.0,PUNT
21836,OKTU,01:25,4583621,6.0,FIELD GOAL,4583792,7.0,FIELD GOAL
21837,MSST,00:05,4575937,7.0,END OF HALF,4576207,8.0,TOUCHDOWN
21837,OHBG,02:49,4575812,6.0,INTERCEPTION,4576160,7.0,PUNT
21838,FLUN,05:13,4582474,5.0,PUNT,4583652,6.0,TOUCHDOWN
21838,TNUN,02:50,4582684,5.0,TOUCHDOWN,4583161,6.0,TOUCHDOWN
21839,AZUN,03:33,4585665,5.0,FIELD GOAL,4586825,6.0,PUNT
21839,CAUN,00:40,4586645,6.0,END OF HALF,4586997,7.0,TOUCHDOWN
21840,AZST,00:38,4594001,6.0,FIELD GOAL,4594373,7.0,PUNT
21840,UTUN,04:45,4593744,6.0,TOUCHDOWN,4594464,7.0,INTERCEPTION
21841,CALA,00:19,4579849,5.0,END OF HALF,4580290,6.0,TOUCHDOWN
21841,COUN,03:56,4579176,5.0,TOUCHDOWN,4580552,6.0,PUNT
21842,ORUN,00:14,4583909,5.0,END OF HALF,4584201,6.0,TOUCHDOWN
21842,WAST,01:33,4583485,4.0,PUNT,4584404,5.0,FIELD GOAL
21843,CASC,00:29,4592762,5.0,END OF HALF,4593307,6.0,PUNT
21843,ORST,05:34,4592560,4.0,PUNT,4593124,5.0,PUNT
21844,CAST,00:39,4594478,6.0,END OF HALF,4594823,7.0,PUNT
21844,WAUN,04:00,4594260,5.0,PUNT,4594566,6.0,FIELD GOAL
21845,TXCU,01:51,4576515,6.0,DOWNS,4577195,7.0,PUNT
21845,TXMU,06:39,4576203,5.0,TOUCHDOWN,4576927,6.0,PUNT
21846,KSUN,00:03,4575918,6.0,END OF HALF,4576448,7.0,TOUCHDOWN
21846,NCDU,01:04,4575735,5.0,FIELD GOAL,4576234,6.0,DOWNS
21847,IAST,03:39,4575952,4.0,TOUCHDOWN,4576225,5.0,INTERCEPTION
21847,TXBA,00:41,4576158,5.0,END OF HALF,4576271,6.0,DOWNS
21848,KSST,02:47,4592212,7.0,FIELD GOAL,4592856,8.0,PUNT
21848,OKUN,06:15,4591801,6.0,FIELD GOAL,4592536,7.0,FIELD GOAL
21849,TXTC,00:19,4582973,5.0,END OF HALF,4583178,6.0,DOWNS
21849,TXUN,04:35,4582310,5.0,TOUCHDOWN,4583492,6.0,DOWNS
21850,INND,02:15,4581181,6.0,FIELD GOAL,4582102,7.0,TOUCHDOWN
21850,NCUN,00:23,4581514,7.0,END OF HALF,4582376,8.0,FUMBLE
21851,CTUN,00:46,4590113,6.0,FIELD GOAL,4591241,7.0,PUNT
21851,NCST,01:54,4589925,6.0,INTERCEPTION,4591369,7.0,DOWNS
21852,OHAK,00:56,4586350,6.0,FIELD GOAL,4586758,7.0,FIELD GOAL
21852,VALB,01:24,4586206,5.0,PUNT,4586648,6.0,PUNT
21853,IAUN,05:00,4588303,4.0,FIELD GOAL,4589034,5.0,TOUCHDOWN
21853,NJRU,00:17,4588874,7.0,END OF HALF,4589515,8.0,INTERCEPTION
21854,MIST,04:41,4580300,4.0,PUNT,4581647,5.0,FUMBLE
21854,MNUN,02:45,4580475,5.0,END OF HALF,4582081,6.0,TOUCHDOWN
21855,ILNW,00:27,4591620,6.0,END OF HALF,4591701,7.0,PUNT
21855,OHMI,01:26,4591416,6.0,TOUCHDOWN,4592011,7.0,PUNT
21856,OHST,00:05,4589134,7.0,END OF HALF,4590072,8.0,TOUCHDOWN
21856,WIUN,00:38,4588941,6.0,DOWNS,4589896,7.0,PUNT
21857,INUN,00:17,4582438,9.0,END OF HALF,4582611,10.0,TOUCHDOWN
21857,OHCI,02:51,4582005,7.0,TOUCHDOWN,4582499,8.0,INTERCEPTION
21858,MDUN,00:16,4576378,6.0,END OF HALF,4576780,7.0,PUNT
21858,MIUN,01:36,4576178,5.0,TOUCHDOWN,4576536,6.0,PUNT
21859,MICE,01:58,4575927,7.0,INTERCEPTION,4576597,8.0,DOWNS
21859,PAST,01:05,4576016,7.0,MISSED FG,4576197,8.0,PUNT
21860,HIUN,00:11,4591948,7.0,END OF HALF,4592474,8.0,PUNT
21860,NMST,02:00,4591487,6.0,TOUCHDOWN,4592134,7.0,PUNT
21861,FLST,01:07,4590120,6.0,TOUCHDOWN,4590998,7.0,TOUCHDOWN
21861,MABC,00:19,4590293,7.0,END OF HALF,4590834,8.0,PUNT
21862,FLSO,02:02,4576281,7.0,INTERCEPTION,4576376,8.0,PUNT
21862,KYLO,01:06,4576319,8.0,END OF HALF,4576394,9.0,FIELD GOAL
21863,PAPT,00:43,4576246,5.0,END OF HALF,4576358,6.0,TOUCHDOWN
21863,RIUN,03:39,4576006,6.0,TOUCHDOWN,4576713,7.0,FIELD GOAL
21864,FLCE,00:01,4583804,5.0,END OF HALF,4584219,6.0,FIELD GOAL
21864,GATC,00:35,4583567,5.0,MISSED FG,4583991,6.0,PUNT
21865,NCWF,00:14,4576110,7.0,END OF HALF,4576516,8.0,TOUCHDOWN
21865,SCCL,05:44,4575906,6.0,FIELD GOAL,4576435,7.0,PUNT
21866,MAUN,01:54,4579153,7.0,DOWNS,4580648,8.0,PUNT
21866,PATE,00:07,4579493,6.0,END OF HALF,4580179,7.0,TOUCHDOWN
21867,NCAP,00:30,4585304,7.0,END OF HALF,4585580,8.0,DOWNS
21867,VAJM,01:14,4585138,7.0,MISSED FG,4586066,8.0,PUNT
21868,LATU,02:31,4588226,6.0,FIELD GOAL,4588740,7.0,PUNT
21868,MSSO,00:01,4588656,7.0,END OF HALF,4589103,8.0,PUNT
21869,COAF,00:06,4574036,5.0,END OF HALF,4574135,6.0,TOUCHDOWN
21869,NVRE,00:43,4574015,5.0,PUNT,4574179,6.0,PUNT
21870,CASA,01:17,4583112,6.0,FIELD GOAL,4583513,7.0,PUNT
21870,COST,05:04,4582699,6.0,TOUCHDOWN,4583919,7.0,FUMBLE
21871,NVLV,01:58,4592711,8.0,FIELD GOAL,4593515,9.0,TOUCHDOWN
21871,UTST,00:31,4592979,8.0,INTERCEPTION,4593364,9.0,DOWNS
21872,UTBY,03:32,4594157,5.0,TOUCHDOWN,4594827,6.0,TOUCHDOWN
21872,WYUN,09:14,4593832,4.0,PUNT,4594652,5.0,PUNT
21873,CASS,04:24,4584543,6.0,PUNT,4586049,7.0,PUNT
21873,OHTO,01:56,4585186,6.0,END OF HALF,4585736,7.0,INTERCEPTION
21874,CASJ,02:55,4594079,4.0,TOUCHDOWN,4594559,5.0,TOUCHDOWN
21874,MIWE,00:06,4594329,4.0,END OF HALF,4594372,5.0,PUNT
21875,MDNA,03:59,4589082,4.0,FIELD GOAL,4590365,5.0,PUNT
21875,NCEA,00:06,4589851,5.0,END OF HALF,4590589,6.0,PUNT
21876,MIEA,03:30,4576362,3.0,TOUCHDOWN,4576844,4.0,TOUCHDOWN
21876,NYBU,00:13,4576707,5.0,FIELD GOAL,4577245,6.0,TOUCHDOWN
21877,GASO,01:54,4589400,5.0,PUNT,4590940,6.0,TOUCHDOWN
21877,INBS,00:41,4589769,5.0,PUNT,4590189,6.0,FIELD GOAL
21878,NYFO,00:01,4578484,5.0,END OF HALF,4578997,6.0,TOUCHDOWN
21878,OHUN,01:48,4578375,5.0,TOUCHDOWN,4579651,6.0,DOWNS
21879,TXHT,08:55,4588555,6.0,PUNT,4589605,7.0,PUNT
21879,TXSW,05:44,4588826,7.0,FIELD GOAL,4590013,8.0,PUNT
21880,ARST,00:07,4590865,7.0,END OF HALF,4591565,8.0,TOUCHDOWN
21880,VAOD,00:32,4590661,6.0,PUNT,4591155,7.0,TOUCHDOWN
21881,LANE,00:38,4593572,9.0,END OF HALF,4594040,10.0,FUMBLE
21881,LASW,01:00,4593439,8.0,PUNT,4593864,9.0,PUNT
21882,ALTR,00:03,4589069,6.0,END OF HALF,4589539,7.0,PUNT
21882,WVMA,03:21,4588506,6.0,MISSED FG,4589192,7.0,PUNT
21883,NCCR,06:22,4589415,3.0,PUNT,4590405,4.0,PUNT
21883,SCUN,01:29,4589926,4.0,FIELD GOAL,4590548,5.0,TOUCHDOWN
21884,FLIN,00:25,4586304,8.0,END OF HALF,4587208,9.0,PUNT
21884,KYWE,01:24,4585407,7.0,TOUCHDOWN,4586721,8.0,TOUCHDOWN
21885,FLAT,00:18,4590245,6.0,END OF HALF,4590309,7.0,PUNT
21885,INPU,01:17,4589905,6.0,TOUCHDOWN,4590565,7.0,TOUCHDOWN
21886,ALSO,00:21,4591310,6.0,END OF HALF,4592146,7.0,TOUCHDOWN
21886,LATC,00:58,4591003,6.0,INTERCEPTION,4591658,7.0,INTERCEPTION-TD
21887,FLMI,00:09,4583398,8.0,END OF HALF,4583493,9.0,PUNT
21887,TNMI,01:20,4583269,7.0,PUNT,4583699,8.0,PUNT
21888,TNMS,01:34,4583713,9.0,PUNT,4585111,10.0,PUNT
21888,TXNO,00:52,4583971,9.0,FIELD GOAL,4584528,10.0,INTERCEPTION-TD
21889,TXHO,05:06,4585219,5.0,FIELD GOAL,4586287,6.0,TOUCHDOWN
21889,TXRI,00:53,4585641,6.0,END OF HALF,4586512,7.0,TOUCHDOWN
21890,TXSN,04:29,4584263,7.0,PUNT,4585115,8.0,TOUCHDOWN
21890,TXSO,03:07,4584468,9.0,FIELD GOAL,4585339,10.0,DOWNS
21891,UTBY,00:17,4610439,6.0,END OF HALF,4610532,7.0,TOUCHDOWN
21891,UTST,02:24,4610397,7.0,PUNT,4610577,8.0,FIELD GOAL
21892,CALA,02:21,4612699,6.0,DOWNS,4612751,7.0,TOUCHDOWN
21892,WAUN,00:23,4612731,7.0,END OF HALF,4612788,8.0,TOUCHDOWN
21893,LATU,01:15,4611390,6.0,END OF HALF,4611465,7.0,DOWNS
21893,TXHO,04:20,4611345,5.0,PUNT,4611437,6.0,PUNT
21894,ALUN,00:21,4620185,8.0,END OF HALF,4621126,9.0,PUNT
21894,ARUN,02:51,4619867,7.0,TOUCHDOWN,4620941,8.0,PUNT
21895,ALAU,00:09,4629014,8.0,END OF HALF,4629209,9.0,PUNT
21895,LAST,01:56,4628465,6.0,TOUCHDOWN,4629099,7.0,PUNT
21896,FLUN,00:09,4637341,6.0,END OF HALF,4637370,7.0,INTERCEPTION
21896,WAEA,03:02,4637195,6.0,DOWNS,4637395,7.0,PUNT
21897,KYUN,00:32,4614753,6.0,END OF HALF,4614849,7.0,PUNT
21897,MSUN,01:23,4614629,6.0,INTERCEPTION,4614976,7.0,PUNT
21898,MSST,00:04,4621858,6.0,END OF HALF,4622848,7.0,FUMBLE
21898,TXAM,00:50,4621430,5.0,FUMBLE,4622048,6.0,FIELD GOAL
21899,GAUN,03:10,4627184,7.0,FIELD GOAL,4628126,8.0,FIELD GOAL
21899,MOUN,06:36,4626796,6.0,FIELD GOAL,4628022,7.0,PUNT
21900,SCST,00:33,4610136,6.0,END OF HALF,4610280,7.0,TOUCHDOWN
21900,SCUN,03:02,4610083,6.0,TOUCHDOWN,4610330,7.0,TOUCHDOWN
21901,AZUN,01:05,4630396,7.0,MISSED FG,4630901,8.0,TOUCHDOWN
21901,COUN,01:55,4630264,6.0,TOUCHDOWN,4630794,7.0,PUNT
21902,AZST,00:32,4631853,4.0,END OF HALF,4631894,5.0,PUNT
21902,CASC,02:22,4631723,4.0,PUNT,4631980,5.0,INTERCEPTION
21903,CAUN,01:47,4624003,6.0,PUNT,4624414,7.0,PUNT
21903,WAST,00:07,4624118,6.0,END OF HALF,4624308,7.0,TOUCHDOWN
21904,CAST,03:59,4631975,7.0,PUNT,4632323,8.0,PUNT
21904,ORUN,02:35,4632038,7.0,TOUCHDOWN,4632254,8.0,PUNT
21905,ORST,00:09,4618378,8.0,END OF HALF,4618686,9.0,FIELD GOAL
21905,UTUN,00:37,4618180,6.0,PUNT,4618514,7.0,PUNT
21906,OKST,03:43,4621156,5.0,TOUCHDOWN,4622320,6.0,INTERCEPTION
21906,TXBA,00:20,4621622,6.0,END OF HALF,4622029,7.0,TOUCHDOWN
21907,IAST,00:50,4620325,6.0,DOWNS,4621099,7.0,FIELD GOAL
21907,KSUN,02:51,4620188,5.0,MISSED FG,4620866,6.0,PUNT
21908,KSST,01:24,4614441,7.0,PUNT,4614898,8.0,PUNT
21908,TXTC,00:21,4614542,7.0,FIELD GOAL,4614689,8.0,PUNT
21909,OKUN,01:26,4614889,10.0,PUNT,4615398,11.0,PUNT
21909,TXCU,00:36,4614985,10.0,END OF HALF,4615269,11.0,PUNT
21910,TXUN,00:12,4629556,6.0,END OF HALF,4629742,7.0,TOUCHDOWN
21910,WVUN,04:17,4628750,6.0,TOUCHDOWN,4629918,7.0,DOWNS
21911,GAST,00:50,4617172,5.0,END OF HALF,4618063,6.0,MISSED FG
21911,NYWP,06:03,4616313,4.0,FUMBLE,4617410,5.0,TOUCHDOWN
21912,CAFR,00:38,4622520,5.0,INTERCEPTION,4623218,6.0,TOUCHDOWN
21912,CTUN,00:18,4622688,7.0,END OF HALF,4623863,8.0,FUMBLE
21913,VALB,03:05,4626609,8.0,INTERCEPTION,4627007,9.0,PUNT
21913,VAOD,00:09,4626921,9.0,END OF HALF,4627249,10.0,PUNT
21914,ILUN,00:46,4614242,6.0,END OF HALF,4614420,7.0,FIELD GOAL
21914,WIUN,02:24,4614156,6.0,PUNT,4614942,7.0,PUNT
21915,IAUN,00:09,4614365,4.0,END OF HALF,4614435,5.0,PUNT
21915,MIUN,03:29,4614054,4.0,FIELD GOAL,4614606,5.0,TOUCHDOWN
21916,INPU,01:51,4614330,7.0,INTERCEPTION,4614726,8.0,PUNT
21916,MNUN,00:28,4614429,8.0,END OF HALF,4614844,9.0,TOUCHDOWN
21917,INUN,02:07,4627505,8.0,TOUCHDOWN,4628334,9.0,INTERCEPTION
21917,NEUN,00:15,4627653,8.0,END OF HALF,4628195,9.0,PUNT
21918,MDUN,04:19,4620422,5.0,TOUCHDOWN,4621468,6.0,FIELD GOAL
21918,MIST,00:42,4620863,5.0,MISSED FG,4621305,6.0,PUNT
21919,NJRU,00:42,4621451,7.0,END OF HALF,4621749,8.0,FIELD GOAL
21919,OHST,05:36,4620905,5.0,TOUCHDOWN,4621686,6.0,INTERCEPTION
21920,ILNW,01:58,4621806,8.0,FUMBLE,4622831,9.0,PUNT
21920,PAST,01:17,4621931,8.0,END OF HALF,4622116,9.0,FUMBLE
21921,KYLO,03:13,4615021,8.0,TOUCHDOWN,4615960,9.0,FIELD GOAL
21921,MABC,00:54,4615509,8.0,END OF HALF,4615764,9.0,PUNT
21922,NCST,00:28,4627641,4.0,END OF HALF,4628002,5.0,PUNT
21922,SCCL,01:51,4627413,4.0,TOUCHDOWN,4628129,5.0,TOUCHDOWN
21923,NCDU,01:03,4629368,6.0,PUNT,4629636,7.0,TOUCHDOWN
21923,VAUN,03:50,4628925,4.0,TOUCHDOWN,4629550,5.0,PUNT
21924,FLST,03:54,4620040,6.0,MISSED FG,4621211,7.0,TOUCHDOWN
21924,NCWF,00:43,4620352,6.0,END OF HALF,4620769,7.0,TOUCHDOWN
21925,NCUN,00:28,4620180,6.0,FIELD GOAL,4621106,7.0,TOUCHDOWN
21925,VAPI,05:32,4619687,5.0,TOUCHDOWN,4620908,6.0,PUNT
21926,GATC,01:04,4628607,7.0,PUNT,4629203,8.0,FIELD GOAL
21926,PAPT,00:34,4628756,7.0,END OF HALF,4628848,8.0,FUMBLE
21927,NYSY,01:20,4623945,7.0,END OF HALF,4624426,8.0,TOUCHDOWN
21927,NYWA,03:01,4623772,7.0,PUNT,4624276,8.0,PUNT
21928,MAUN,00:48,4617021,5.0,PUNT,4617265,6.0,FIELD GOAL
21928,MIEA,00:17,4617151,6.0,END OF HALF,4617627,7.0,TOUCHDOWN
21929,COAF,01:18,4613952,6.0,FUMBLE,4614465,7.0,PUNT
21929,MDNA,00:34,4614004,6.0,FIELD GOAL,4614367,7.0,PUNT
21930,CASS,00:35,4611761,6.0,END OF HALF,4611838,7.0,INTERCEPTION
21930,IDBO,01:43,4611729,7.0,PUNT,4611852,8.0,TOUCHDOWN
21931,NMUN,00:27,4612559,7.0,END OF HALF,4612647,8.0,PUNT
21931,NVLV,03:12,4612526,6.0,FIELD GOAL,4612624,7.0,PUNT
21932,CASJ,05:11,4627186,6.0,TOUCHDOWN,4627877,7.0,TOUCHDOWN
21932,WYUN,00:11,4627585,6.0,END OF HALF,4627805,7.0,INTERCEPTION
21933,FLSO,00:09,4621673,8.0,END OF HALF,4621935,9.0,TOUCHDOWN
21933,NCEA,01:42,4621165,8.0,TOUCHDOWN,4622317,9.0,PUNT
21934,OHCI,01:20,4626813,7.0,FIELD GOAL,4627920,8.0,TOUCHDOWN
21934,OKTU,01:57,4626674,7.0,TOUCHDOWN,4627546,8.0,TOUCHDOWN
21935,PATE,04:32,4614478,6.0,FIELD GOAL,4615119,7.0,PUNT
21935,TNMS,00:29,4614840,7.0,DOWNS,4615282,8.0,PUNT
21936,FLCE,03:24,4645895,6.0,PUNT,4645966,7.0,TOUCHDOWN
21936,TXMU,01:21,4645922,7.0,INTERCEPTION,4645992,8.0,DOWNS
21937,MICE,00:04,4627291,8.0,END OF HALF,4627934,9.0,TOUCHDOWN
21937,OHTO,00:36,4626987,7.0,PUNT,4627618,8.0,MISSED FG
21938,ILNO,03:06,4618000,6.0,FIELD GOAL,4619047,7.0,INTERCEPTION
21938,INBS,00:44,4618578,6.0,INTERCEPTION,4619186,7.0,TOUCHDOWN
21939,OHAK,01:09,4621889,6.0,DOWNS,4622470,7.0,PUNT
21939,OHBG,01:21,4621741,6.0,TOUCHDOWN,4622921,7.0,INTERCEPTION
21940,NYBU,03:28,4622512,6.0,PUNT,4623471,7.0,PUNT
21940,OHMI,01:10,4622686,7.0,END OF HALF,4623707,8.0,PUNT
21941,OHKS,00:27,4620805,5.0,END OF HALF,4621134,6.0,FUMBLE
21941,OHUN,01:14,4620607,5.0,PUNT,4621292,6.0,PUNT
21942,MIWE,00:05,4625984,8.0,END OF HALF,4626399,9.0,PUNT
21942,NHUN,01:11,4625773,7.0,PUNT,4626114,8.0,PUNT
21943,NCAP,02:50,4620565,7.0,PUNT,4622321,8.0,TOUCHDOWN
21943,SCCI,01:57,4620764,7.0,END OF HALF,4621535,8.0,INTERCEPTION
21944,GASO,01:40,4627402,6.0,PUNT,4628167,7.0,TOUCHDOWN
21944,SCCC,00:17,4627753,6.0,END OF HALF,4627872,7.0,PUNT
21945,TXSW,02:27,4616559,8.0,PUNT,4617097,9.0,TOUCHDOWN
21945,VAJM,01:03,4616647,7.0,END OF HALF,4616814,8.0,TOUCHDOWN
21946,NCGW,05:48,4621737,7.0,PUNT,4622496,8.0,PUNT
21946,WVMA,03:04,4622047,9.0,PUNT,4622689,10.0,TOUCHDOWN
21947,ARST,04:32,4627954,7.0,TOUCHDOWN,4628767,8.0,TOUCHDOWN
21947,LANE,00:37,4628469,6.0,END OF HALF,4628589,7.0,PUNT
21948,ALSO,00:53,4624842,7.0,INTERCEPTION,4625625,8.0,FIELD GOAL
21948,LASW,00:33,4625053,7.0,MISSED FG,4625368,8.0,PUNT
21949,NCCR,00:15,4625265,5.0,END OF HALF,4625582,6.0,TOUCHDOWN
21949,TXEP,03:28,4624662,3.0,TOUCHDOWN,4625360,4.0,PUNT
21950,FLIN,00:28,4629369,6.0,END OF HALF,4629692,7.0,PUNT
21950,NMST,01:00,4629251,5.0,PUNT,4629500,6.0,PUNT
21951,FLAT,01:14,4624065,8.0,TOUCHDOWN,4625198,9.0,INTERCEPTION
21951,TXNO,00:05,4624524,8.0,END OF HALF,4624645,9.0,TOUCHDOWN
21952,TNMI,00:35,4611835,8.0,FIELD GOAL,4611999,9.0,PUNT
21952,TXSN,01:59,4611812,7.0,PUNT,4611879,8.0,TOUCHDOWN
21953,ALBI,03:20,4627201,6.0,PUNT,4627891,7.0,PUNT
21953,TXRI,00:03,4627603,7.0,END OF HALF,4628108,8.0,TOUCHDOWN
21954,ALTR,01:06,4627809,6.0,FIELD GOAL,4628135,7.0,TOUCHDOWN
21954,KYWE,02:16,4627493,6.0,TOUCHDOWN,4628540,7.0,PUNT
21955,NEUN,01:20,4648296,7.0,PUNT,4648348,8.0,TOUCHDOWN
21955,NJRU,01:03,4648312,8.0,MISSED FG,4648428,9.0,PUNT
21956,TNMS,00:01,4648423,6.0,END OF HALF,4648434,7.0,FUMBLE
21956,TXHO,01:41,4648346,6.0,MISSED FG,4648457,7.0,DOWNS
21957,ALUN,00:38,4664434,9.0,FIELD GOAL,4664654,10.0,TOUCHDOWN
21957,TXAM,00:12,4664596,10.0,END OF HALF,4664868,11.0,PUNT
21958,FLUN,00:20,4650772,5.0,END OF HALF,4650964,6.0,MISSED FG
21958,MOUN,02:57,4650582,6.0,FIELD GOAL,4651121,7.0,PUNT
21959,ALAU,00:50,4656729,8.0,END OF HALF,4657043,9.0,FIELD GOAL
21959,GAUN,01:17,4656602,7.0,PUNT,4656933,8.0,FUMBLE
21960,KYUN,00:37,4663368,7.0,END OF HALF,4663869,8.0,PUNT
21960,SCUN,02:37,4663175,6.0,INTERCEPTION,4663441,7.0,TOUCHDOWN
21961,LAST,00:57,4651100,6.0,DOWNS,4651652,7.0,PUNT
21961,TNUN,00:23,4651162,7.0,FIELD GOAL,4651394,8.0,TOUCHDOWN
21962,ARUN,00:13,4652233,6.0,END OF HALF,4652526,7.0,PUNT
21962,MSST,01:04,4651992,6.0,MISSED FG,4652708,7.0,TOUCHDOWN
21963,MSUN,01:24,4658228,5.0,TOUCHDOWN,4659086,6.0,TOUCHDOWN
21963,TNVA,00:14,4658573,5.0,END OF HALF,4658666,6.0,PUNT
21964,AZUN,00:34,4665269,6.0,FIELD GOAL,4665850,7.0,INTERCEPTION
21964,ORUN,03:43,4664972,5.0,TOUCHDOWN,4665597,6.0,TOUCHDOWN
21965,AZST,00:34,4659180,4.0,END OF HALF,4659319,5.0,PUNT
21965,WAUN,02:50,4658811,5.0,TOUCHDOWN,4659484,6.0,DOWNS
21966,CAST,00:19,4667391,5.0,END OF HALF,4667588,6.0,PUNT
21966,ORST,00:58,4667340,5.0,PUNT,4667617,6.0,FIELD GOAL
21967,CALA,00:01,4656710,6.0,END OF HALF,4657469,7.0,TOUCHDOWN
21967,UTUN,01:02,4656420,6.0,MISSED FG,4657985,7.0,TOUCHDOWN
21968,CASC,00:50,4663810,6.0,PUNT,4664078,7.0,PUNT
21968,WAST,00:12,4663974,7.0,END OF HALF,4664199,8.0,PUNT
21969,IAST,01:29,4663076,6.0,END OF HALF,4663507,7.0,PUNT
21969,KSST,04:12,4662907,5.0,PUNT,4663323,6.0,PUNT
21970,KSUN,00:13,4650819,6.0,END OF HALF,4650914,7.0,TOUCHDOWN
21970,TXCU,00:36,4650745,6.0,INTERCEPTION,4651152,7.0,PUNT
21971,OKUN,00:11,4651576,6.0,INTERCEPTION,4651721,7.0,DOWNS
21971,TXUN,00:02,4651601,7.0,END OF HALF,4651840,8.0,INTERCEPTION
21972,OKST,00:29,4657595,7.0,END OF HALF,4657688,8.0,FIELD GOAL
21972,TXTC,07:18,4656969,7.0,FIELD GOAL,4658183,8.0,TOUCHDOWN
21973,INND,06:45,4662222,5.0,TOUCHDOWN,4663247,6.0,TOUCHDOWN
21973,UTBY,01:03,4662514,6.0,END OF HALF,4663497,7.0,TOUCHDOWN
21974,NCWF,00:04,4664060,5.0,END OF HALF,4664106,6.0,TOUCHDOWN
21974,NYWP,02:37,4663796,5.0,INTERCEPTION,4664540,6.0,MISSED FG
21975,MAUN,00:42,4659684,8.0,PUNT,4660575,9.0,PUNT
21975,VALB,00:05,4659921,8.0,END OF HALF,4660207,9.0,PUNT
21976,IAUN,01:38,4662928,6.0,MISSED FG,4663533,7.0,PUNT
21976,ILUN,00:12,4663137,6.0,END OF HALF,4663633,7.0,PUNT
21977,ILNW,02:11,4656228,6.0,MISSED FG,4656796,7.0,INTERCEPTION
21977,WIUN,05:22,4655898,6.0,TOUCHDOWN,4657412,7.0,PUNT
21978,INUN,00:47,4651055,6.0,END OF HALF,4651552,7.0,PUNT
21978,MIUN,03:17,4650884,6.0,DOWNS,4651741,7.0,TOUCHDOWN
21979,INPU,00:09,4651832,7.0,END OF HALF,4652061,8.0,FUMBLE
21979,MDUN,00:41,4651668,6.0,TOUCHDOWN,4651877,7.0,PUNT
21980,MIST,01:14,4658179,6.0,END OF HALF,4658960,7.0,PUNT
21980,OHST,05:56,4657715,6.0,TOUCHDOWN,4658546,7.0,TOUCHDOWN
21981,MABC,00:40,4665098,7.0,END OF HALF,4665238,8.0,PUNT
21981,SCCL,03:45,4664825,7.0,TOUCHDOWN,4665351,8.0,TOUCHDOWN
21982,GATC,02:03,4658737,4.0,PUNT,4659652,5.0,TOUCHDOWN
21982,NCDU,00:57,4659105,4.0,END OF HALF,4659424,5.0,PUNT
21983,FLMI,00:21,4657832,6.0,FIELD GOAL,4658100,7.0,DOWNS
21983,NCUN,00:28,4657802,5.0,INTERCEPTION,4658023,6.0,INTERCEPTION
21984,FLST,00:10,4664100,7.0,FIELD GOAL,4664796,8.0,PUNT
21984,NCST,00:48,4663953,6.0,PUNT,4664481,7.0,TOUCHDOWN
21985,PAPT,02:30,4657020,7.0,PUNT,4657572,8.0,PUNT
21985,VAPI,01:21,4657145,8.0,INTERCEPTION,4657733,9.0,PUNT
21986,KYLO,03:04,4650840,8.0,FIELD GOAL,4651282,9.0,TOUCHDOWN
21986,VAUN,04:33,4650777,7.0,INTERCEPTION,4651136,8.0,PUNT
21987,COAF,00:08,4663195,5.0,END OF HALF,4663858,6.0,FIELD GOAL
21987,UTST,01:10,4663034,4.0,INTERCEPTION,4663632,5.0,PUNT
21988,CAFR,02:53,4666377,6.0,FIELD GOAL,4666814,7.0,FIELD GOAL
21988,IDBO,03:53,4666295,5.0,TOUCHDOWN,4666723,6.0,PUNT
21989,COST,00:14,4649128,6.0,END OF HALF,4649164,7.0,PUNT
21989,NVRE,07:01,4649015,7.0,TOUCHDOWN,4649149,8.0,PUNT
21990,NMUN,01:41,4664239,6.0,MISSED FG,4665503,7.0,PUNT
21990,WYUN,03:19,4664043,5.0,PUNT,4664870,6.0,TOUCHDOWN
21991,CASS,01:24,4667736,5.0,FIELD GOAL,4667802,6.0,TOUCHDOWN
21991,HIUN,00:33,4667789,6.0,END OF HALF,4667864,7.0,TOUCHDOWN
21992,CASJ,00:46,4649029,6.0,END OF HALF,4649046,7.0,FIELD GOAL
21992,NVLV,01:34,4649006,6.0,PUNT,4649103,7.0,PUNT
21993,LATU,00:01,4666965,5.0,END OF HALF,4658130,6.0,PUNT
21993,NCEA,01:54,4657663,5.0,MISSED FG,4658500,6.0,PUNT
21994,MDNA,03:21,4658014,8.0,FIELD GOAL,4659002,9.0,TOUCHDOWN
21994,OKTU,00:09,4658904,9.0,END OF HALF,4659576,10.0,FUMBLE
21995,FLSO,02:20,4654583,5.0,PUNT,4655819,6.0,PUNT
21995,OHCI,00:21,4654887,5.0,INTERCEPTION,4655080,6.0,TOUCHDOWN
21996,INBS,00:40,4657528,9.0,PUNT,4658069,10.0,DOWNS
21996,MICE,00:10,4657696,10.0,END OF HALF,4657811,11.0,DOWNS
21997,MIEA,01:48,4651247,7.0,TOUCHDOWN,4651539,8.0,PUNT
21997,MIWE,00:28,4651398,7.0,END OF HALF,4651453,8.0,PUNT
21998,ILNO,03:21,4658517,6.0,INTERCEPTION,4659578,7.0,INTERCEPTION
21998,OHTO,00:16,4659398,5.0,END OF HALF,4659716,6.0,PUNT
21999,OHAK,02:31,4653906,4.0,TOUCHDOWN,4654902,5.0,TOUCHDOWN
