game_id,offense,last_drive_q2_clock,last_drive_q2_play_id,last_drive_q2,last_drive_end_event_q2,next_drive_q3_play_id,next_drive_q3,next_drive_end_event_q3
20840,FLAM,00:47,4365479,6.0,END OF HALF,4365519,7.0,TOUCHDOWN
20840,GAFV,04:00,4365403,6.0,DOWNS,4365732,7.0,FUMBLE-TD
20841,WACE,03:06,4363077,9.0,PUNT,4363451,10.0,PUNT
20841,WAEA,00:51,4363095,8.0,MISSED FG,4363399,9.0,TOUCHDOWN
20842,DCGT,00:38,3975420,8.0,TOUCHDOWN,3975444,9.0,PUNT
20842,DEST,00:57,3975344,8.0,INTERCEPTION,3975457,9.0,PUNT
20843,INVA,00:18,3973033,7.0,END OF HALF,3973131,8.0,PUNT
20843,NDST,01:52,3972993,5.0,TOUCHDOWN,3973051,6.0,PUNT
20844,TNEA,03:57,3972743,8.0,FIELD GOAL,3972765,9.0,TOUCHDOWN
20844,VACV,00:03,3972761,9.0,END OF HALF,3972780,10.0,PUNT
20845,ALMI,00:33,3976714,5.0,END OF HALF,3976755,6.0,PUNT
20845,LASO,01:36,3976708,4.0,FUMBLE,3976730,5.0,TOUCHDOWN
20846,MOSE,00:03,3972263,10.0,END OF HALF,3972273,11.0,PUNT
20846,TXSH,00:46,3972242,8.0,FIELD GOAL,3972286,9.0,TOUCHDOWN
20847,CASA,03:00,3971433,5.0,FIELD GOAL,3971507,6.0,PUNT
20847,IANO,00:02,3971471,6.0,END OF HALF,3971603,7.0,TOUCHDOWN
20848,LALC,02:34,3974777,7.0,PUNT,3974832,8.0,PUNT
20848,TXAC,00:05,3974791,7.0,END OF HALF,3974799,8.0,TOUCHDOWN
20849,NCCM,01:58,3970182,7.0,FIELD GOAL,3970333,8.0,TOUCHDOWN
20849,NCEL,00:40,3970203,7.0,MISSED FG,3970315,8.0,PUNT
20850,SCCH,00:41,3942931,5.0,END OF HALF,3943047,6.0,PUNT
20850,SCCI,03:44,3942658,5.0,TOUCHDOWN,3943161,6.0,PUNT
20851,TXIW,00:40,3973280,7.0,END OF HALF,3973342,8.0,DOWNS
20851,TXPV,01:30,3973254,6.0,PUNT,3973311,7.0,PUNT
20852,CADA,01:31,3944985,6.0,PUNT,3945251,7.0,MISSED FG
20852,CASU,00:20,3945156,7.0,END OF HALF,3945635,8.0,INTERCEPTION
20853,DEUN,06:27,3970531,4.0,TOUCHDOWN,3970662,5.0,PUNT
20853,PASF,00:10,3970572,4.0,END OF HALF,3970629,5.0,PUNT
20854,MDTO,01:44,3974219,8.0,INTERCEPTION,3974231,9.0,INTERCEPTION
20854,NHUN,00:59,3974227,9.0,MISSED FG,3974261,10.0,MISSED FG
20855,NYAB,00:31,3976533,8.0,,3976543,9.0,PUNT
20855,RIUN,01:12,3976529,6.0,INTERCEPTION,3976539,7.0,PUNT
20856,MEUN,01:23,3972982,6.0,END OF HALF,3973013,7.0,PUNT
20856,VAJM,05:20,3972952,6.0,PUNT,3973024,7.0,FIELD GOAL
20857,PALE,01:31,3972102,6.0,END OF HALF,3972155,7.0,PUNT
20857,VARI,03:38,3972038,6.0,TOUCHDOWN,3972185,7.0,FIELD GOAL
20858,PABU,05:54,3974310,8.0,PUNT,3974366,9.0,PUNT
20858,PAVI,02:00,3974350,8.0,END OF HALF,3974377,9.0,TOUCHDOWN
20859,NYCG,03:57,3970023,4.0,PUNT,3970096,5.0,INTERCEPTION
20859,NYST,02:19,3970069,5.0,FIELD GOAL,3970116,6.0,TOUCHDOWN
20860,MSJA,03:03,3970099,5.0,FIELD GOAL,3970147,6.0,TOUCHDOWN
20860,TNAI,00:29,3970126,5.0,END OF HALF,3970131,6.0,PUNT
20861,GAPT,01:17,3975126,7.0,DOWNS,3975154,8.0,PUNT
20861,KYMO,00:23,3975134,7.0,FIELD GOAL,3975166,8.0,TOUCHDOWN
20862,INBU,05:11,3973537,5.0,TOUCHDOWN,3973563,6.0,TOUCHDOWN
20862,INDE,00:50,3973553,5.0,END OF HALF,3973557,6.0,INTERCEPTION
20863,MAHC,00:03,3972380,7.0,END OF HALF,3973246,8.0,PUNT
20863,MAMK,00:49,3972347,6.0,TOUCHDOWN,3973186,7.0,TOUCHDOWN
20864,ARCE,00:16,3973297,6.0,END OF HALF,3974279,7.0,MISSED FG
20864,MOSW,04:32,3973221,5.0,FIELD GOAL,3974240,6.0,FIELD GOAL
20865,ALNO,00:42,3954981,7.0,END OF HALF,3955287,8.0,PUNT
20865,TNCH,03:59,3954332,6.0,INTERCEPTION,3955541,7.0,PUNT
20866,IADR,02:47,3953242,6.0,TOUCHDOWN,3954361,7.0,PUNT
20866,MTST,00:11,3954234,8.0,END OF HALF,3954979,9.0,PUNT
20867,SCFU,02:45,3971144,5.0,FIELD GOAL,3971226,6.0,PUNT
20867,TNTC,00:18,3971206,6.0,END OF HALF,3971259,7.0,PUNT
20868,PALF,00:57,3975005,8.0,PUNT,3976486,9.0,INTERCEPTION-TD
20868,VAWM,00:08,3975015,8.0,END OF HALF,3975020,9.0,PUNT
20869,NJMO,00:25,3971937,6.0,END OF HALF,3972001,7.0,TOUCHDOWN
20869,NYFO,00:55,3971928,5.0,PUNT,3971997,6.0,FUMBLE
20870,AZNO,00:22,3970653,7.0,END OF HALF,3970675,8.0,INTERCEPTION-TD
20870,SDVE,02:31,3970626,7.0,FIELD GOAL,3970734,8.0,FUMBLE
20871,LANW,06:05,4361714,4.0,PUNT,4361754,5.0,FIELD GOAL
20871,MSAL,00:05,4361741,5.0,END OF HALF,4361764,6.0,PUNT
20872,NCEC,00:07,4011489,9.0,END OF HALF,4011498,10.0,PUNT
20872,VANO,01:02,4011471,9.0,TOUCHDOWN,4011504,10.0,TOUCHDOWN
20873,TXTA,00:26,4010549,4.0,END OF HALF,4010598,5.0,PUNT
20873,UTSO,01:02,4010531,5.0,TOUCHDOWN,4010621,6.0,MISSED FG
20874,ALJA,09:37,3990036,3.0,FIELD GOAL,3991493,4.0,MISSED FG
20874,ALNO,00:58,3991163,5.0,END OF HALF,3991980,6.0,INTERCEPTION-TD
20875,ARCE,02:06,4013678,6.0,TOUCHDOWN,4013823,7.0,FIELD GOAL
20875,ARPB,01:12,4013721,5.0,END OF HALF,4013771,6.0,PUNT
20876,NYWA,00:49,4010550,5.0,END OF HALF,4010559,6.0,PUNT
20876,PASF,02:54,4010529,5.0,PUNT,4010571,6.0,TOUCHDOWN
20877,ORCL,06:11,3986259,5.0,PUNT,3988085,6.0,PUNT
20877,ORPS,02:09,3986618,5.0,MISSED FG,3987300,6.0,TOUCHDOWN
20878,NCCE,01:38,4015241,5.0,END OF HALF,4015390,6.0,FUMBLE
20878,NCWS,03:53,4015215,5.0,FIELD GOAL,4015319,6.0,TOUCHDOWN
20879,CASU,00:29,3983641,9.0,END OF HALF,3983817,10.0,PUNT
20879,MTST,01:39,3983547,6.0,PUNT,3983716,7.0,TOUCHDOWN
20880,CASL,02:42,4009676,6.0,PUNT,4009732,7.0,PUNT
20880,SDVE,01:26,4009685,7.0,FIELD GOAL,4009740,8.0,FUMBLE
20881,LANW,01:58,3994315,7.0,FIELD GOAL,3995190,8.0,TOUCHDOWN
20881,TNMR,03:21,3994054,7.0,TOUCHDOWN,3995779,8.0,PUNT
20882,NYCN,03:34,4012563,8.0,TOUCHDOWN,4012600,9.0,PUNT
20882,VAMI,00:09,4012582,9.0,FIELD GOAL,4012612,10.0,PUNT
20883,NYCG,00:46,4012868,7.0,END OF HALF,4012874,8.0,PUNT
20883,VAWM,03:36,4012847,7.0,PUNT,4012900,8.0,PUNT
20884,KYMO,04:24,4011204,8.0,INTERCEPTION,4011266,9.0,TOUCHDOWN
20884,TNAP,01:16,4011219,7.0,MISSED FG,4011237,8.0,PUNT
20885,LAMC,02:05,4011991,5.0,DOWNS,4012094,6.0,TOUCHDOWN
20885,LASO,00:12,4012006,6.0,END OF HALF,4012088,7.0,INTERCEPTION
20886,NCCM,00:44,4050411,8.0,TOUCHDOWN,4050444,9.0,TOUCHDOWN
20886,SCPR,00:51,4050409,8.0,INTERCEPTION,4050454,9.0,DOWNS
20887,PAVI,04:14,4008811,6.0,PUNT,4008890,7.0,FUMBLE
20887,VARI,00:11,4008863,6.0,END OF HALF,4008920,7.0,TOUCHDOWN
20888,RIBR,02:32,4011166,6.0,PUNT,4014469,7.0,FUMBLE
20888,RIUN,01:00,4014135,7.0,MISSED FG,4014474,8.0,TOUCHDOWN
20889,IANO,01:45,4011777,7.0,DOWNS,4011788,8.0,FIELD GOAL
20889,MNST,00:20,4011786,8.0,END OF HALF,4012169,9.0,PUNT
20890,ALAM,02:01,4008393,6.0,TOUCHDOWN,4008429,7.0,PUNT
20890,FLBC,00:01,4008427,6.0,END OF HALF,4009329,7.0,PUNT
20891,NCGW,01:30,4048237,9.0,MISSED FG,4049472,10.0,TOUCHDOWN
20891,PALN,05:30,4048180,8.0,PUNT,4048429,9.0,PUNT
20892,TXAC,00:23,4051712,8.0,FIELD GOAL,4051818,9.0,PUNT
20892,TXPB,00:01,4051736,9.0,END OF HALF,4051780,10.0,PUNT
20893,INBU,03:33,4012957,9.0,PUNT,4013041,10.0,FUMBLE
20893,INTA,00:46,4013001,11.0,END OF HALF,4013085,12.0,PUNT
20894,CTCE,00:58,4009509,6.0,INTERCEPTION,4009517,7.0,INTERCEPTION
20894,LASE,02:53,4009500,6.0,TOUCHDOWN,4009526,7.0,TOUCHDOWN
20895,PABU,03:21,4014852,5.0,PUNT,4014871,6.0,INTERCEPTION
20895,PAUN,00:40,4014859,5.0,END OF HALF,4014865,6.0,TOUCHDOWN
20896,DCGT,06:44,4014288,5.0,DOWNS,4014306,6.0,PUNT
20896,MAHA,01:21,4014301,6.0,END OF HALF,4014310,7.0,DOWNS
20897,KYST,00:03,4011193,6.0,END OF HALF,4011206,7.0,PUNT
20897,TNAI,00:54,4011181,6.0,TOUCHDOWN,4011214,7.0,FIELD GOAL
20898,SCCI,01:12,4012705,5.0,TOUCHDOWN,4014502,6.0,PUNT
20898,SCNG,00:33,4012724,6.0,END OF HALF,4014527,7.0,INTERCEPTION
20899,DCHO,04:43,4045710,6.0,FIELD GOAL,4045811,7.0,INTERCEPTION
20899,VAHI,01:06,4045731,7.0,END OF HALF,4045819,8.0,TOUCHDOWN
20900,NHUN,06:21,4008656,5.0,FUMBLE,4008693,6.0,TOUCHDOWN
20900,PALF,01:08,4008682,5.0,END OF HALF,4008732,6.0,PUNT
20901,ALSM,00:23,4009939,11.0,END OF HALF,4010079,12.0,INTERCEPTION
20901,NCWE,01:17,4009875,11.0,TOUCHDOWN,4010091,12.0,PUNT
20902,NJMO,01:17,3990659,7.0,FIELD GOAL,3992075,8.0,PUNT
20902,SCCH,01:53,3990337,6.0,PUNT,3991501,7.0,PUNT
20903,NJPR,02:59,4048370,6.0,FIELD GOAL,4048403,7.0,DOWNS
20903,PALE,00:01,4048392,6.0,END OF HALF,4048401,7.0,FUMBLE
20904,CTYA,00:28,4044249,7.0,END OF HALF,4044362,8.0,PUNT
20904,MAHC,03:04,4044214,6.0,TOUCHDOWN,4044326,7.0,PUNT
20905,INVA,00:53,4014550,6.0,END OF HALF,4015008,7.0,PUNT
20905,NHDA,01:35,4014528,5.0,PUNT,4014955,6.0,TOUCHDOWN
20906,ILSO,01:16,4016752,7.0,TOUCHDOWN,4016764,8.0,TOUCHDOWN
20906,OHDA,00:09,4016762,8.0,END OF HALF,4016773,9.0,PUNT
20907,DEST,02:49,4046255,5.0,TOUCHDOWN,4046271,6.0,PUNT
20907,TNEA,00:09,4046263,5.0,END OF HALF,4046265,6.0,PUNT
20908,CADA,00:12,3997166,9.0,END OF HALF,3997299,10.0,DOWNS
20908,UTDX,00:42,3997063,8.0,MISSED FG,3997236,9.0,INTERCEPTION
20909,IADR,00:12,4012233,8.0,END OF HALF,4012235,9.0,PUNT
20909,NDUN,01:16,4012223,8.0,FUMBLE,4012240,9.0,TOUCHDOWN
20910,ILWE,00:35,4009790,9.0,END OF HALF,4009792,10.0,TOUCHDOWN
20910,WAEA,01:19,4009778,9.0,TOUCHDOWN,4009804,10.0,TOUCHDOWN
20911,MDTO,00:11,4010213,6.0,END OF HALF,4010252,7.0,DOWNS
20911,NDST,02:06,4010197,5.0,MISSED FG,4010224,6.0,TOUCHDOWN
20912,TXHT,02:59,4374762,6.0,FIELD GOAL,4374794,7.0,FIELD GOAL
20912,TXPV,07:34,4374649,6.0,INTERCEPTION,4374828,7.0,TOUCHDOWN
20913,ILEA,02:09,4011331,4.0,TOUCHDOWN,4011380,5.0,INTERCEPTION-TD
20913,ILST,00:20,4011368,5.0,END OF HALF,4011492,6.0,PUNT
20914,INST,00:49,4014660,7.0,INTERCEPTION,4014701,8.0,FIELD GOAL
20914,KYEA,00:19,4014674,7.0,END OF HALF,4014694,8.0,PUNT
20915,UTWB,03:40,3994262,7.0,INTERCEPTION,3995684,8.0,TOUCHDOWN
20915,VAJM,01:04,3994720,6.0,END OF HALF,3995069,7.0,TOUCHDOWN
20916,GAKS,01:53,4013585,4.0,TOUCHDOWN,4013946,5.0,TOUCHDOWN
20916,SCWO,00:47,4013649,5.0,END OF HALF,4013991,6.0,FIELD GOAL
20917,CONO,05:25,4010257,5.0,PUNT,4010288,6.0,PUNT
20917,TXLA,01:52,4010279,6.0,END OF HALF,4010333,7.0,PUNT
20918,NYCL,01:57,4014087,8.0,END OF HALF,4014104,9.0,TOUCHDOWN
20918,NYMR,02:27,4014075,8.0,PUNT,4014137,9.0,PUNT
20919,MAMK,01:29,4008773,6.0,TOUCHDOWN,4008840,7.0,PUNT
20919,MEUN,00:20,4008786,6.0,MISSED FG,4008817,7.0,PUNT
20920,MSVA,00:06,4011709,11.0,END OF HALF,4011718,12.0,PUNT
20920,TXSF,00:39,4011705,7.0,PUNT,4011711,8.0,TOUCHDOWN
20921,CTSH,03:21,4085639,5.0,TOUCHDOWN,4085754,6.0,PUNT
20921,MDMO,04:37,4085589,5.0,PUNT,4085776,6.0,PUNT
20922,OHDA,01:16,4050092,7.0,TOUCHDOWN,4050107,8.0,TOUCHDOWN
20922,SCPR,00:08,4050104,9.0,END OF HALF,4050112,10.0,DOWNS
20923,CASU,00:39,4083312,7.0,END OF HALF,4083427,8.0,PUNT
20923,NCDA,02:12,4083282,6.0,INTERCEPTION,4083344,7.0,TOUCHDOWN
20924,ALJA,05:55,4024877,4.0,PUNT,4025552,5.0,PUNT
20924,TNMR,00:24,4025463,6.0,END OF HALF,4025889,7.0,PUNT
20925,ARCE,02:48,4087059,7.0,TOUCHDOWN,4087328,8.0,PUNT
20925,TXSH,00:01,4087097,8.0,END OF HALF,4087360,9.0,PUNT
20926,NMHI,01:42,4049887,8.0,MISSED FG,4050141,9.0,PUNT
20926,TXTA,00:02,4050138,8.0,END OF HALF,4050147,9.0,MISSED FG
20927,IADR,00:24,4086642,8.0,PUNT,4086663,9.0,PUNT
20927,INVA,00:02,4086654,9.0,END OF HALF,4086679,10.0,FIELD GOAL
20928,KYEA,00:14,4080111,6.0,END OF HALF,4080126,7.0,PUNT
20928,TNAP,01:30,4080070,8.0,PUNT,4080426,9.0,FIELD GOAL
20929,NYCG,02:46,4047554,7.0,PUNT,4047594,8.0,PUNT
20929,PALE,01:04,4047571,8.0,END OF HALF,4047638,9.0,PUNT
20930,NCEL,00:51,4048163,7.0,MISSED FG,4048261,8.0,PUNT
20930,VAWM,02:08,4048141,6.0,PUNT,4048207,7.0,TOUCHDOWN
20931,CASL,01:49,4045812,8.0,MISSED FG,4045837,9.0,PUNT
20931,MTUN,00:15,4045829,7.0,END OF HALF,4045876,8.0,TOUCHDOWN
20932,UTSO,00:17,4044284,6.0,END OF HALF,4044436,7.0,TOUCHDOWN
20932,WAEA,03:02,4044253,6.0,TOUCHDOWN,4044468,7.0,MISSED FG
20933,ALAM,02:03,4047020,6.0,INTERCEPTION,4047039,7.0,TOUCHDOWN
20933,ALTU,00:25,4047026,6.0,END OF HALF,4047031,7.0,TOUCHDOWN
20934,MTST,02:50,4026620,7.0,FIELD GOAL,4027280,8.0,PUNT
20934,ORPS,04:47,4026437,7.0,PUNT,4027697,8.0,PUNT
20935,AZNO,02:56,4024047,6.0,TOUCHDOWN,4024968,7.0,PUNT
20935,CONO,00:28,4024757,7.0,END OF HALF,4026090,8.0,TOUCHDOWN
20936,CASA,02:56,4045776,8.0,PUNT,4045841,9.0,FIELD GOAL
20936,IDST,00:51,4045785,7.0,END OF HALF,4045869,8.0,MISSED FG
20937,CADA,01:26,4032270,6.0,PUNT,4032755,7.0,PUNT
20937,UTWB,00:58,4032434,7.0,END OF HALF,4032910,8.0,TOUCHDOWN
20938,ALST,03:33,4078874,6.0,INTERCEPTION,4078962,7.0,TOUCHDOWN
20938,FLBC,00:59,4078907,7.0,END OF HALF,4078939,8.0,PUNT
20939,TXAC,02:26,4049749,5.0,TOUCHDOWN,4049972,6.0,TOUCHDOWN
20939,TXLA,00:59,4049764,7.0,END OF HALF,4049979,8.0,PUNT
20940,ILEA,01:11,4045317,7.0,TOUCHDOWN,4045332,8.0,MISSED FG
20940,TNTC,00:10,4045323,8.0,END OF HALF,4045348,9.0,PUNT
20941,NCAT,01:49,4080898,5.0,TOUCHDOWN,4080971,6.0,PUNT
20941,NCCE,03:29,4080883,5.0,PUNT,4080955,6.0,PUNT
20942,LAGR,02:12,4370240,6.0,TOUCHDOWN,4370949,7.0,PUNT
20942,TXPV,00:10,4370776,6.0,END OF HALF,4371111,7.0,TOUCHDOWN
20943,ARPB,01:20,4046804,8.0,FUMBLE,4048515,9.0,FUMBLE
20943,MSAL,00:40,4046817,8.0,END OF HALF,4048480,9.0,PUNT
20944,ALSM,01:22,4047520,7.0,TOUCHDOWN,4047954,8.0,TOUCHDOWN
20944,TNEA,00:13,4047665,7.0,END OF HALF,4047906,8.0,TOUCHDOWN
20945,DCHO,00:18,4046474,7.0,END OF HALF,4046641,8.0,TOUCHDOWN
20945,PARM,00:58,4046460,6.0,PUNT,4046597,7.0,MISSED FG
20946,LAMC,00:10,4045391,6.0,END OF HALF,4045403,7.0,DOWNS
20946,TXIW,01:24,4045375,7.0,MISSED FG,4045426,8.0,TOUCHDOWN
20947,PASF,01:02,4142087,7.0,MISSED FG,4142550,8.0,DOWNS
20947,VANO,02:03,4121207,6.0,PUNT,4142273,7.0,TOUCHDOWN
20948,CALI,03:33,4047570,8.0,TOUCHDOWN,4047777,9.0,DOWNS
20948,TXSF,04:11,4047559,7.0,INTERCEPTION,4047797,8.0,FUMBLE
20949,LANW,00:04,4359429,6.0,END OF HALF,4359450,7.0,TOUCHDOWN
20949,LASE,01:13,4359406,6.0,TOUCHDOWN,4359506,7.0,TOUCHDOWN
20950,NYMR,04:26,4086172,5.0,TOUCHDOWN,4086270,6.0,TOUCHDOWN
20950,RIBT,00:19,4086262,6.0,END OF HALF,4086306,7.0,TOUCHDOWN
20951,SCWO,07:49,4047546,4.0,DOWNS,4047616,5.0,PUNT
20951,VAMI,00:41,4047589,5.0,END OF HALF,4047674,6.0,TOUCHDOWN
20952,GAME,02:41,4047804,5.0,TOUCHDOWN,4047900,6.0,PUNT
20952,SCFU,00:07,4047865,6.0,END OF HALF,4047942,7.0,INTERCEPTION
20953,MSDE,01:45,4082987,8.0,PUNT,4083105,9.0,PUNT
20953,MSJA,00:44,4082999,8.0,END OF HALF,4083085,9.0,PUNT
20954,DEST,01:28,4044096,5.0,PUNT,4044926,6.0,INTERCEPTION
20954,MAMK,00:19,4044100,5.0,END OF HALF,4044906,6.0,TOUCHDOWN
20955,INBU,00:07,4050382,5.0,END OF HALF,4050391,6.0,PUNT
20955,MNST,01:12,4050372,5.0,INTERCEPTION,4050398,6.0,TOUCHDOWN
20956,PADU,03:19,4087374,7.0,END OF HALF,4087548,8.0,FIELD GOAL
20956,VALY,05:30,4087326,8.0,PUNT,4087491,9.0,SAFETY
20957,ALNO,00:45,4080411,4.0,END OF HALF,4080425,5.0,PUNT
20957,LANI,04:55,4080379,4.0,FIELD GOAL,4080436,5.0,TOUCHDOWN
20958,PALF,02:16,4086092,7.0,END OF HALF,4086112,8.0,PUNT
20958,PAUN,03:10,4086087,6.0,PUNT,4086103,7.0,PUNT
20959,CTYA,00:54,4048882,6.0,DOWNS,4048923,7.0,TOUCHDOWN
20959,NYCN,01:18,4048852,6.0,PUNT,4048994,7.0,DOWNS
20960,NYFO,03:14,4081731,5.0,PUNT,4081787,6.0,TOUCHDOWN
20960,NYST,01:41,4081759,5.0,END OF HALF,4081833,6.0,DOWNS
20961,DCGT,00:10,4050661,7.0,END OF HALF,4050721,8.0,PUNT
20961,NYCL,01:44,4050550,6.0,MISSED FG,4050776,7.0,PUNT
20962,MAHC,02:17,4083327,6.0,MISSED FG,4083539,7.0,PUNT
20962,NJMO,05:56,4083267,6.0,PUNT,4083595,7.0,TOUCHDOWN
20963,ILSO,01:17,4046483,7.0,INTERCEPTION,4046497,8.0,TOUCHDOWN
20963,ILST,00:41,4046486,7.0,END OF HALF,4046489,8.0,TOUCHDOWN
20964,ILWE,01:29,4046740,6.0,TOUCHDOWN,4046834,7.0,TOUCHDOWN
20964,OHYO,02:44,4046730,6.0,TOUCHDOWN,4046866,7.0,INTERCEPTION
20965,MAHA,01:52,4119116,8.0,TOUCHDOWN,4119806,9.0,DOWNS
20965,RIBR,01:03,4119136,9.0,MISSED FG,4119776,10.0,PUNT
20966,CTSH,01:29,4080769,4.0,FIELD GOAL,4081480,5.0,DOWNS
20966,NHDA,00:11,4080811,5.0,END OF HALF,4081491,6.0,TOUCHDOWN
20967,MOSW,01:37,4044789,8.0,PUNT,4046042,9.0,FIELD GOAL
20967,SDVE,01:05,4044814,9.0,FIELD GOAL,4046057,10.0,PUNT
20968,INST,01:56,4044023,8.0,DOWNS,4044037,9.0,PUNT
20968,SDST,00:06,4044034,9.0,END OF HALF,4044059,10.0,FIELD GOAL
20969,FLSS,01:37,4081288,9.0,PUNT,4081335,10.0,PUNT
20969,NJPR,00:13,4081292,9.0,END OF HALF,4081304,10.0,TOUCHDOWN
20970,MOSE,05:14,4045074,5.0,FIELD GOAL,4045095,6.0,TOUCHDOWN
20970,TNAI,00:11,4045093,6.0,END OF HALF,4045107,7.0,PUNT
20971,NCGW,00:19,4047734,8.0,END OF HALF,4047741,9.0,PUNT
20971,NCWE,02:35,4047680,8.0,TOUCHDOWN,4047765,9.0,TOUCHDOWN
20972,LASO,01:24,4121845,6.0,TOUCHDOWN,4122186,7.0,TOUCHDOWN
20972,MSVA,00:28,4121903,6.0,END OF HALF,4121949,7.0,TOUCHDOWN
20973,FLBC,06:13,4112295,5.0,PUNT,4114215,6.0,PUNT
20973,SCST,00:07,4112520,7.0,END OF HALF,4114195,8.0,PUNT
20974,NCWE,00:18,4081597,8.0,END OF HALF,4081647,9.0,PUNT
20974,TNCH,04:31,4081571,7.0,FIELD GOAL,4081609,8.0,PUNT
20975,TXNA,01:51,4374389,8.0,DOWNS,4374427,9.0,PUNT
20975,TXSO,04:12,4374383,7.0,FIELD GOAL,4374395,8.0,PUNT
20976,MDMO,06:28,4119860,4.0,TOUCHDOWN,4120275,5.0,MISSED FG
20976,PASF,00:40,4120045,4.0,END OF HALF,4120121,5.0,FIELD GOAL
20977,SCCI,00:03,4079137,6.0,END OF HALF,4079161,7.0,PUNT
20977,VAMI,01:37,4079113,6.0,PUNT,4079225,7.0,FUMBLE
20978,ARCE,00:20,4082601,6.0,END OF HALF,4082609,7.0,TOUCHDOWN
20978,TXAC,00:49,4082597,5.0,PUNT,4082605,6.0,PUNT
20979,TXSF,01:25,4063889,7.0,END OF HALF,4064101,8.0,PUNT
20979,TXSH,05:28,4063014,7.0,TOUCHDOWN,4064438,8.0,PUNT
20980,KYEA,00:31,4086732,7.0,END OF HALF,4095754,8.0,PUNT
20980,TXTA,02:44,4086702,7.0,PUNT,4096378,8.0,PUNT
20981,LANI,00:55,4082113,9.0,FUMBLE,4082152,10.0,TOUCHDOWN
20981,TXHT,01:50,4082073,9.0,PUNT,4082140,10.0,PUNT
20982,ALJA,01:21,4057327,3.0,INTERCEPTION,4057755,4.0,INTERCEPTION
20982,GAKS,01:15,4057374,4.0,MISSED FG,4057999,5.0,TOUCHDOWN
20983,ILEA,00:46,4082413,5.0,PUNT,4082426,6.0,PUNT
20983,KYMU,00:21,4082419,6.0,END OF HALF,4082432,7.0,TOUCHDOWN
20984,MOSE,02:22,4088504,7.0,FIELD GOAL,4088586,8.0,PUNT
20984,TNTC,00:42,4088530,7.0,END OF HALF,4088561,8.0,PUNT
20985,TNAI,00:03,4081631,7.0,END OF HALF,4081708,8.0,PUNT
20985,TNAP,01:16,4081439,6.0,MISSED FG,4081655,7.0,PUNT
20986,ALAM,04:38,4085936,8.0,DOWNS,4086015,9.0,PUNT
20986,LAGR,01:45,4085968,8.0,END OF HALF,4085988,9.0,PUNT
20987,VAHI,02:17,4112913,7.0,FIELD GOAL,4112955,8.0,PUNT
20987,VANO,00:12,4112940,7.0,END OF HALF,4112944,8.0,PUNT
20988,ORPS,04:56,4078167,4.0,FIELD GOAL,4078196,5.0,INTERCEPTION
20988,UTSO,00:21,4078190,5.0,END OF HALF,4078216,6.0,FIELD GOAL
20989,CTYA,00:44,4079825,7.0,END OF HALF,4079846,8.0,PUNT
20989,PALE,01:21,4079818,6.0,PUNT,4079838,7.0,PUNT
20990,ARPB,00:03,4080412,9.0,END OF HALF,4080419,10.0,PUNT
20990,TXPV,03:43,4080359,9.0,DOWNS,4080447,10.0,FIELD GOAL
20991,ALSM,00:04,4080571,8.0,END OF HALF,4080578,9.0,TOUCHDOWN
20991,GAME,00:59,4080545,8.0,MISSED FG,4080603,9.0,TOUCHDOWN
20992,LAMC,08:55,4083628,5.0,PUNT,4083906,6.0,PUNT
20992,LASE,03:30,4083715,6.0,TOUCHDOWN,4084013,7.0,TOUCHDOWN
20993,KYMO,00:04,4117237,6.0,END OF HALF,4117299,7.0,TOUCHDOWN
20993,OHDA,02:23,4117147,5.0,TOUCHDOWN,4117349,6.0,TOUCHDOWN
20994,ALNO,03:29,4120693,6.0,MISSED FG,4121066,7.0,DOWNS
20994,NCCM,00:26,4120750,6.0,TOUCHDOWN,4120792,7.0,TOUCHDOWN
20995,NCGW,01:10,4113632,10.0,TOUCHDOWN,4115158,11.0,TOUCHDOWN
20995,NJMO,02:32,4113583,8.0,TOUCHDOWN,4115135,9.0,TOUCHDOWN
20996,NCAT,00:14,4107097,4.0,TOUCHDOWN,4117903,5.0,INTERCEPTION
20996,PARM,06:05,4088868,3.0,TOUCHDOWN,4117830,4.0,TOUCHDOWN
20997,LANW,02:24,4084440,6.0,FIELD GOAL,4084565,7.0,PUNT
20997,TXIW,00:35,4084514,7.0,END OF HALF,4084620,8.0,PUNT
20998,INVA,01:14,4122359,6.0,INTERCEPTION,4122506,7.0,PUNT
20998,NYMR,06:31,4122228,6.0,MISSED FG,4122601,7.0,PUNT
20999,SCWO,00:19,4081461,7.0,END OF HALF,4081507,8.0,PUNT
20999,TNEA,01:17,4081443,7.0,TOUCHDOWN,4081515,8.0,PUNT
21000,CASL,00:42,4068118,8.0,END OF HALF,4068284,9.0,PUNT
21000,UTWB,02:32,4067782,7.0,PUNT,4068405,8.0,TOUCHDOWN
21001,CONO,00:14,4059435,8.0,END OF HALF,4059546,9.0,PUNT
21001,MTST,00:33,4059183,8.0,TOUCHDOWN,4059857,9.0,FIELD GOAL
21002,IADR,01:32,4084674,5.0,PUNT,4084989,6.0,TOUCHDOWN
21002,INBU,00:16,4084772,5.0,END OF HALF,4084924,6.0,PUNT
21003,MAMK,04:13,4111476,6.0,TOUCHDOWN,4111849,7.0,PUNT
21003,PADU,00:21,4111847,7.0,END OF HALF,4111853,8.0,TOUCHDOWN
